key,iata_code,name,city,country,latitude,longitude,altitude,timezone_offset,dst
UIII,IKT,Irkutsk,Irkutsk,Russia,52.268028,104.388975,1675,9,N
UITT,UKX,Ust-Kut,Ust-Kut,Russia,56.85,105.7167,2033,9,N
UIUU,UUD,Mukhino,Ulan-ude,Russia,51.807764,107.437644,1690,9,N
UJAP,UJE,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,8.92806,165.762,0,12,U
UKBB,KBP,Boryspil Intl,Kiev,Ukraine,50.345,30.894722,427,2,E
UKCC,DOK,Donetsk Intl,Donetsk,Ukraine,48.073611,37.739722,791,2,E
UKCM,MPW,Mariupol International Airport,,Ukraine,47.0761,37.4496,251,2,E
UKCW,VSG,Luhansk International Airport,,Ukraine,48.4174,39.3741,636,2,E
UKDD,DNK,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine,48.357222,35.100556,481,2,E
UKDE,OZH,Zaporizhzhia International Airport,,Ukraine,47.867,35.3157,373,2,E
UKDR,KWG,Lozuvatka International Airport,Krivoy Rog,Ukraine,48.0433,33.21,408,2,E
UKFB,UKS,Belbek Sevastopol International Airport,Sevastopol,Ukraine,44.691431,33.57567,344,2,U
UKFF,SIP,Simferopol Intl,Simferopol,Ukraine,45.052222,33.975139,639,2,E
UKFK,KHC,Kerch Intl,Kerch,Ukraine,45.372869,36.402761,152,-2,E
UKHH,HRK,Osnova International Airport,Kharkov,Ukraine,49.924786,36.289986,508,2,E
UKHP,PLV,Poltava,Poltava,Ukraine,49.34261,34.23551,333,3,U
UKKE,CKC,Cherkassy,Cherkassy,Ukraine,49.416666,32.1333,114,2,E
UKKG,KGO,Kirovograd,Kirovograd,Ukraine,48.54,32.29,510,2,E
UKKK,IEV,Zhuliany Intl,Kiev,Ukraine,50.401694,30.449697,586,2,E
UKKM,GML,Gostomel Antonov,Kiev,Ukraine,50.603611,30.191944,517,2,E
UKLC,UKC,Lutsk,Lutsk,Ukraine,50.6833,25.4833,774,2,U
UKLI,IFO,Ivano Frankivsk International Airport,Ivano-Frankivsk,Ukraine,48.884167,24.686111,919,2,E
UKLL,LWO,Lviv Intl,Lvov,Ukraine,49.8125,23.956111,1071,2,E
UKLN,CWC,Chernivtsi International Airport,Chernovtsk,Ukraine,48.259322,25.980831,826,2,E
UKLR,RWN,Rivne International Airport,Rivne,Ukraine,50.6071,26.1416,755,2,E
UKLT,TNL,Ternopol,Ternopol,Ukraine,49.31,25.42,1073,2,E
UKLU,UDJ,Uzhhorod International Airport,Uzhgorod,Ukraine,48.634278,22.263356,383,2,E
UKOH,KHE,Chernobayevka Airport,Kherson,Ukraine,46.6758,32.5064,148,2,E
UKON,NLV,Mykolaiv International Airport,Nikolayev,Ukraine,47.0579,31.9198,184,2,E
UKOO,ODS,Odesa Intl,Odessa,Ukraine,46.426767,30.676464,172,2,E
UKRR,CEJ,Chernigov,Chernigov,Ukraine,51.24,31.09,446,2,E
UKWW,VIN,Vinnitsa,Vinnitsa,Ukraine,49.2433,28.6063,900,2,E
ULAA,ARH,Talagi,Arkhangelsk,Russia,64.360281,40.430167,19,4,N
ULAL,LDG,Leshukonskoye Airport,Arkhangelsk,Russia,64.895833,45.722778,220,4,N
ULAM,NNM,Naryan-Mar,Naryan-Mar,Russia,67.380537,53.051016,20,4,N
ULAS,CSH,Solovki Airport,Solovetsky Islands,Russia,65.03,35.7333,0,4,N
ULBC,CEE,Cherepovets Airport,Cherepovets,Russia,59.2736,38.0158,377,4,N
ULDD,AMV,Amderma Airport,Amderma,Russia,69.7633,61.5564,13,4,N
ULKK,KSZ,Kotlas Airport,Kotlas,Russia,61.2358,46.6975,184,4,N
ULLI,LED,Pulkovo,St. Petersburg,Russia,59.800292,30.262503,78,4,N
ULMK,KVK,Kirovsk-Apatity Airport,Apatity,Russia,67.4633,33.5883,515,4,N
ULMM,MMK,Murmansk,Murmansk,Russia,68.781672,32.750822,266,4,N
ULOO,PKV,Kresty,Pskov,Russia,57.783917,28.395614,154,4,N
ULPB,PES,Petrozavodsk Airport,Petrozavodsk,Russia,61.8852,34.1547,151,4,N
ULWW,VGD,Vologda Airport,Vologda,Russia,59.281667,39.946667,387,4,N
UMBB,BQT,Brest,Brest,Belarus,52.06,23.53,468,2,E
UMGG,GME,Gomel,Gomel,Belarus,52.527022,31.016692,471,2,E
UMII,VTB,Vitebsk,Vitebsk,Belarus,55.1265,30.349639,683,2,E
UMKK,KGD,Khrabrovo,Kaliningrad,Russia,54.89005,20.592633,42,3,N
UMMG,GNA,Hrodno Airport,Hrodna,Belarus,53.602,24.0538,443,2,E
UMMM,MHP,Minsk 1,Minsk,Belarus,53.864472,27.539683,748,2,E
UMMS,MSQ,Minsk 2,Minsk 2,Belarus,53.882469,28.030731,670,2,E
UMOO,MVQ,Mogilev Airport,Mogilev,Belarus,53.9549,30.0951,637,2,E
UNAA,ABA,Abakan,Abakan,Russia,53.74,91.385,831,8,N
UNBB,BAX,Barnaul,Barnaul,Russia,53.363775,83.538533,838,7,N
UNEE,KEJ,Kemerovo,Kemorovo,Russia,55.270094,86.107208,863,8,N
UNII,EIE,Yeniseysk Airport,Yeniseysk,Russia,58.4742,92.1125,253,8,N
UNKL,KJA,Emelyanovo,Krasnoyarsk,Russia,56.18,92.475,940,8,N
UNKY,KYZ,Kyzyl Airport,Kyzyl,Russia,51.6694,94.4006,2123,8,N
UNNT,OVB,Tolmachevo,Novosibirsk,Russia,55.012622,82.650656,365,7,N
UNOO,OMS,Omsk,Omsk,Russia,54.967042,73.310514,311,7,N
UNSS,SWT,Strezhevoy,Strezhevoy,Russia,60.716667,77.65,164,7,N
UNTT,TOF,Tomsk Bogashevo Airport,Tomsk,Russia,56.380278,85.208333,597,8,N
UNWW,NOZ,Spichenkovo Airport,Novokuznetsk,Russia,53.8114,86.8772,1024,8,N
UOHH,HTG,Khatanga Airport,Khatanga,Russia,71.978058,102.490514,95,8,N
UOII,IAA,Igarka Airport,Igarka,Russia,67.4372,86.6219,82,8,N
UOOO,NSK,Alykel,Norilsk,Russia,69.311053,87.332183,595,8,N
URKA,AAQ,Vityazevo,Anapa,Russia,45.002097,37.347272,174,4,N
URKK,KRR,Pashkovskiy,Krasnodar,Russia,45.034689,39.170539,118,4,N
URMG,GRV,Grozny Airport,Grozny,Russia,43.2981,45.7841,548,4,N
URML,MCX,Uytash,Makhachkala,Russia,42.816822,47.652294,12,4,N
URMM,MRV,Mineralnyye Vody,Mineralnye Vody,Russia,44.225072,43.081889,1054,4,N
URMN,NAL,Nalchik Airport,Nalchik,Russia,43.5129,43.6366,1461,4,N
URMO,OGZ,Beslan Airport,Beslan,Russia,43.2051,44.6066,1673,4,N
URMT,STW,Shpakovskoye,Stavropol,Russia,45.109165,42.112778,1486,4,N
URRR,ROV,Rostov Na Donu,Rostov,Russia,47.258208,39.818089,280,4,N
URSS,AER,Sochi,Sochi,Russia,43.449928,39.956589,89,4,N
URWA,ASF,Astrakhan,Astrakhan,Russia,46.283333,48.006278,-65,6,N
URWI,ESL,Elista Airport,Elista,Russia,46.3739,44.3309,501,4,N
URWW,VOG,Gumrak,Volgograd,Russia,48.782528,44.345544,482,4,N
USCC,CEK,Balandino,Chelyabinsk,Russia,55.305836,61.503333,769,6,N
USCM,MQF,Magnitogorsk,Magnetiogorsk,Russia,53.393131,58.755661,1431,6,N
USDD,SLY,Salekhard Airport,Salekhard,Russia,66.590753,66.611042,218,6,N
USHB,NBB,Berezovo,Berezovo,Russia,63.9241,65.0487,98,6,N
USHH,HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,61.028479,69.086067,76,6,N
USHN,NYA,Nyagan Airport,Nyagan,Russia,62.11,65.615,361,6,N
USHS,OVS,Sovetsky Tyumenskaya Airport,Sovetskiy,Russia,61.32,63.6044,351,6,N
USHU,URJ,Uraj,Uraj,Russia,60.1,64.83,186,6,N
USII,IJK,Izhevsk Airport,Izhevsk,Russia,56.8281,53.4575,531,6,N
USKK,KVX,Pobedilovo Airport,Kirov,Russia,58.5033,49.3483,479,4,N
USMM,NYM,Nadym Airport,Nadym,Russia,65.4809,72.6989,49,6,N
USMU,NUX,Novyi Urengoy,Novy Urengoy,Russia,66.041811,76.313938,20,6,N
USNN,NJC,Nizhnevartovsk,Nizhnevartovsk,Russia,60.949272,76.483617,177,6,N
USNR,RAT,Raduzhny Airport,Raduzhnyi,Russia,62.1586,77.3289,250,6,N
USPP,PEE,Bolshoye Savino,Perm,Russia,57.914517,56.021214,404,6,N
USRK,KGP,Kogalym International,Kogalym,Russia,62.18,74.53,220,6,N
USRN,NFG,Nefteyugansk Airport,Nefteyugansk,Russia,61.1083,72.65,115,6,N
USRO,NOJ,Noyabrsk,Noyabrsk,Russia,63.110079,75.162243,20,6,N
USRR,SGC,Surgut,Surgut,Russia,61.343694,73.401842,200,6,N
USSS,SVX,Koltsovo,Sverdlovsk,Russia,56.743108,60.802728,764,6,N
USTR,TJM,Roschino,Tyumen,Russia,57.189567,65.3243,378,6,N
USUU,KRO,Kurgan Airport,Kurgan,Russia,55.4753,65.4156,240,6,N
UTAA,ASB,Ashgabat,Ashkhabad,Turkmenistan,37.986814,58.360967,692,5,U
UTAK,KRW,Turkmenbashi,Krasnovodsk,Turkmenistan,40.063333,53.007222,279,5,U
UTAM,MYP,Mary Airport,Mary,Turkmenistan,37.6194,61.8967,728,5,U
UTAT,TAZ,Dasoguz Airport,Dasoguz,Turkmenistan,41.764722,59.833056,500,5,U
UTDD,DYU,Dushanbe,Dushanbe,Tajikistan,38.543333,68.825,2575,5,U
UTDK,TJU,Kulob Airport,Kulyab,Tajikistan,37.981667,69.799444,2293,5,U
UTDL,LBD,Khudzhand Airport,Khudzhand,Tajikistan,40.2154,69.6947,1450,5,U
UTKA,AZN,Andizhan Airport,Andizhan,Uzbekistan,40.7277,72.294,1515,5,U
UTKF,FEG,Fergana Airport,Fergana,Uzbekistan,40.3588,71.745,1980,5,U
UTKN,NMA,Namangan Airport,Namangan,Uzbekistan,40.9846,71.5567,1555,5,U
UTNN,NCU,Nukus Airport,Nukus,Uzbekistan,42.4884,59.6233,246,5,U
UTNU,UGC,Urgench Airport,Urgench,Uzbekistan,41.5843,60.6417,320,5,U
UTSA,NVI,Navoi Airport,Navoi,Uzbekistan,40.1172,65.1708,0,5,E
UTSB,BHK,Bukhara,Bukhara,Uzbekistan,39.775,64.483333,751,5,U
UTSL,KSQ,Karshi Khanabad Airport,Khanabad,Uzbekistan,38.8336,65.9215,1365,5,U
UTSN,AFS,Sugraly Airport,Zarafshan,Uzbekistan,41.6139,64.2332,1396,5,U
UTSS,SKD,Samarkand,Samarkand,Uzbekistan,39.700547,66.983829,2224,5,U
UTST,TMJ,Termez Airport,Termez,Uzbekistan,37.286667,67.31,1027,5,U
UTTT,TAS,Yuzhny,Tashkent,Uzbekistan,41.257861,69.281186,1417,5,U
UUBB,BKA,Bykovo,Moscow,Russia,55.617222,38.059999,427,4,N
UUBD,KMW,Sokerkino,Kostroma,Russia,57.7961,41.0204,446,4,N
UUBI,IWA,Yuzhny,Ivanovo,Russia,56.939444,40.940833,410,4,N
UUBK,RYB,Staroselye Airport,Rybinsk,Russia,58.1042,38.9294,423,4,N
UUBP,BZK,Bryansk,Bryansk,Russia,53.214194,34.176447,663,4,N
UUDD,DME,Domododevo,Moscow,Russia,55.408611,37.906111,588,4,N
UUDL,IAR,Tunoshna,Yaroslavl,Russia,57.560666676667,40.157369454444,270,4,N
UUEE,SVO,Sheremetyevo,Moscow,Russia,55.972642,37.414589,622,4,N
UUEM,KLD,Migalovo,Tver,Russia,56.824736,35.757678,469,4,N
UUMU,CKL,Chkalovsky Airport,Shchyolkovo,Russia,55.878333,38.061667,152,4,N
UUOB,EGO,Belgorod International Airport,Belgorod,Russia,50.6438,36.5901,735,4,N
UUOK,URS,Kursk East Airport,Kursk,Russia,51.7506,36.2956,686,4,N
UUOL,LPK,Lipetsk Airport,Lipetsk,Russia,52.7028,39.5378,584,4,N
UUOO,VOZ,Chertovitskoye,Voronezh,Russia,51.814211,39.229589,514,4,N
UUOT,TBW,Tambow,Tambow,Russia,52.81,41.48,126,4,N
UUWW,VKO,Vnukovo,Moscow,Russia,55.591531,37.261486,685,4,N
UUYW,VKT,Vorkuta Airport,Vorkuta,Russia,67.4886,63.9931,604,6,N
UUYY,SCW,Syktyvkar,Syktyvkar,Russia,61.64705,50.84505,342,4,N
UWGG,GOJ,Nizhny Novgorod,Nizhniy Novgorod,Russia,56.230119,43.784042,256,4,N
UWKB,UUA,Bugulma Airport,Bugulma,Russia,54.64,52.8017,991,6,N
UWKD,KZN,Kazan,Kazan,Russia,55.606186,49.278728,411,4,N
UWKE,NBW,Begishevo,Nizhnekamsk,Russia,55.34,52.06,50,4,N
UWKJ,JOK,Yoshkar-Ola Airport,Yoshkar-Ola,Russia,56.7006,47.9047,348,4,N
UWKS,CSY,Cheboksary Airport,Cheboksary,Russia,56.0903,47.3473,558,4,N
UWLL,ULV,Barataevka,Ulyanovsk,Russia,54.268299,48.2267,463,4,N
UWLW,ULY,Ulyanovsk East Airport,Ulyanovsk,Russia,54.401,48.8027,252,4,N
UWOO,REN,Orenburg,Orenburg,Russia,51.795786,55.456744,387,6,N
UWOR,OSW,Orsk Airport,Orsk,Russia,51.0725,58.5956,909,6,N
UWPP,PEZ,Penza Airport,Penza,Russia,53.1106,45.0211,614,4,N
UWPS,SKX,Saransk Airport,Saransk,Russia,54.1251,45.2123,676,4,N
UWSB,BWO,Balakovo Airport,Balakovo,Russia,51.8583,47.7456,95,4,N
UWSS,RTW,Central,Saratov,Russia,51.334366,46.022952,152,6,N
UWUU,UFA,Ufa,Ufa,Russia,54.557511,55.874417,449,6,N
UWWW,KBY,Kurumoch,Samara,Russia,53.504858,50.164336,477,6,N
VA1P,DIU,Diu Airport,Diu,India,20.7131,70.9211,31,5.5,N
VAAH,AMD,Ahmedabad,Ahmedabad,India,23.077242,72.63465,189,5.5,N
VAAK,AKD,Akola,Akola,India,20.699006,77.058628,999,5.5,N
VAAU,IXU,Aurangabad,Aurangabad,India,19.862728,75.398114,1911,5.5,N
VABB,BOM,Chhatrapati Shivaji Intl,Bombay,India,19.088686,72.867919,37,5.5,N
VABI,PAB,Bilaspur,Bilaspur,India,21.9884,82.110983,899,5.5,N
VABJ,BHJ,Bhuj,Bhuj,India,23.287828,69.670147,268,5.5,N
VABM,IXG,Belgaum,Belgaum,India,15.859286,74.618292,2487,5.5,N
VABO,BDQ,Vadodara,Baroda,India,22.336164,73.226289,129,5.5,N
VABP,BHO,Bhopal,Bhopal,India,23.287467,77.337375,1719,5.5,N
VABV,BHU,Bhavnagar,Bhaunagar,India,21.752206,72.185181,44,5.5,N
VADN,NMB,Daman,Daman,India,20.434364,72.843206,33,5.5,N
VAGO,GOI,Goa,Goa,India,15.380833,73.831422,184,5.5,N
VAHB,HBX,Hubli Airport,,India,15.3617,75.0849,2171,5.5,N
VAID,IDR,Devi Ahilyabai Holkar,Indore,India,22.721786,75.801086,1850,5.5,N
VAJB,JLR,Jabalpur,Jabalpur,India,23.177817,80.052047,1624,5.5,N
VAJM,JGA,Jamnagar,Jamnagar,India,22.465522,70.012556,69,5.5,N
VAKE,IXY,Kandla,Kandla,India,23.112719,70.100289,96,5.5,N
VAKJ,HJR,Khajuraho,Khajuraho,India,24.817197,79.918597,728,5.5,N
VAKP,KLH,Kolhapur,Kolhapur,India,16.664658,74.289353,1996,5.5,N
VAKS,IXK,Keshod,Keshod,India,21.317069,70.270403,167,5.5,N
VAND,NDC,Nanded Airport,,India,19.1833,77.3167,1250,5.5,N
VANP,NAG,Dr Ambedkar Intl,Nagpur,India,21.092192,79.047183,1033,5.5,N
VANR,ISK,Nasik Road,Nasik Road,India,19.963739,73.807644,1959,5.5,N
VAPO,PNQ,Pune,Pune,India,18.582111,73.919697,1942,5.5,N
VAPR,PBD,Porbandar,Porbandar,India,21.648675,69.657219,23,5.5,N
VARK,RAJ,Rajkot,Rajkot,India,22.309183,70.779525,441,5.5,N
VARP,RPR,Raipur,Raipur,India,21.180406,81.738753,1041,5.5,N
VASL,SSE,Sholapur,Sholapur,India,17.627958,75.934842,1584,5.5,N
VASU,STV,Surat,Surat,India,21.114061,72.741792,16,5.5,N
VAUD,UDR,Udaipur,Udaipur,India,24.617697,73.8961,1684,5.5,N
VCBI,CMB,Bandaranaike Intl Colombo,Colombo,Sri Lanka,7.180756,79.884117,30,6,U
VCCC,RML,Colombo Ratmalana,Colombo,Sri Lanka,6.821994,79.886208,22,6,U
VCCG,GOY,Amparai,Galoya,Sri Lanka,7.337081,81.625881,150,6,U
VCCJ,JAF,Kankesanturai,Jaffna,Sri Lanka,9.792331,80.070089,33,6,U
VCCK,KCT,Koggala Airport,,Sri Lanka,5.99368,80.3203,10,6,U
VCCT,TRR,China Bay,Trinciomalee,Sri Lanka,8.538514,81.181853,6,6,U
VCCW,WRZ,Wirawila Airport,Wirawila,Sri Lanka,6.254494,81.235189,50,6,U
VDBG,BBM,Battambang Airport,Battambang,Cambodia,13.0956,103.224,59,7,U
VDPP,PNH,Phnom Penh Intl,Phnom-penh,Cambodia,11.546556,104.844139,40,7,U
VDSR,REP,Siem Reap,Siem-reap,Cambodia,13.410666,103.81284,60,7,U
VDSV,KOS,Sihanoukville,Sihanoukville,Cambodia,10.579686,103.636828,33,7,N
VEAT,IXA,Agartala,Agartala,India,23.886978,91.24045,46,5.5,N
VEAZ,AJL,Aizawl,Aizwal,India,23.746603,92.802767,1001,5.5,N
VEBD,IXB,Bagdogra,Baghdogra,India,26.681206,88.328567,412,5.5,N
VEBI,SHL,Shillong Airport,Shillong,India,25.7036,91.9787,2910,5.5,N
VEBS,BBI,Bhubaneshwar,Bhubaneswar,India,20.244364,85.817781,138,6,N
VECC,CCU,Netaji Subhash Chandra Bose Intl,Calcutta,India,22.654739,88.446722,16,5.5,N
VECO,COH,Cooch Behar,Cooch-behar,India,26.330508,89.467203,138,5.5,N
VEDB,DBD,Dhanbad,Dhanbad,India,23.834044,86.425261,847,5.5,N
VEGK,GOP,Gorakhpur Airport,Gorakhpur,India,26.739708,83.449708,259,5.5,N
VEGT,GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.106092,91.585939,162,5.5,N
VEGY,GAY,Gaya,Gaya,India,24.744308,84.951175,380,5.5,N
VEIM,IMF,Imphal,Imphal,India,24.75995,93.896697,2540,5.5,N
VEJS,IXW,Jamshedpur,Jamshedpur,India,22.813211,86.168844,505,5.5,N
VEJT,JRH,Jorhat,Jorhat,India,26.731528,94.175536,311,5.5,N
VEKR,IXH,Kailashahar,Kailashahar,India,24.308192,92.007156,79,5.5,N
VEKU,IXS,Silchar,Silchar,India,24.912928,92.978742,352,5.5,N
VELR,IXI,Lilabari,Lilabari,India,27.295494,94.09765,330,5.5,N
VEMN,MOH,Dibrugarh,Mohanbari,India,27.483853,95.016922,362,5.5,N
VEMR,DMU,Dimapur Airport,,India,25.8839,93.7711,487,5.5,N
VEPT,PAT,Patna,Patina,India,25.591317,85.087992,170,5.5,N
VERC,IXR,Birsa Munda,Ranchi,India,23.31425,85.321675,2148,5.5,N
VERK,RRK,Rourkela,Rourkela,India,22.25665,84.814567,659,5.5,N
VETZ,TEZ,Tezpur Airport,,India,26.7091,92.7847,240,5.5,N
VEVZ,VTZ,Vishakhapatnam,Vishakhapatnam,India,17.721167,83.224483,15,6,N
VGBR,BZL,Barisal Airport,Barisal,Bangladesh,22.801,90.3012,23,6,U
VGCB,CXB,Coxs Bazar,Cox's Bazar,Bangladesh,21.452194,91.963889,12,6,U
VGEG,CGP,Shah Amanat Intl,Chittagong,Bangladesh,22.249611,91.813286,12,6,U
VGIS,IRD,Ishurdi,Ishurdi,Bangladesh,24.1525,89.049446,45,6,U
VGJR,JSR,Jessore,Jessore,Bangladesh,23.1838,89.160833,20,6,U
VGRJ,RJH,Shah Mokhdum,Rajshahi,Bangladesh,24.437219,88.616511,64,6,U
VGSD,SPD,Saidpur,Saidpur,Bangladesh,25.759228,88.908869,125,6,U
VGSY,ZYL,Osmany Intl,Sylhet Osmani,Bangladesh,24.963242,91.866783,50,6,U
VGZR,DAC,Zia Intl,Dhaka,Bangladesh,23.843333,90.397781,30,6,U
VHHH,HKG,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,28,8,U
VIAG,AGR,Agra,Agra,India,27.155831,77.960892,551,5.5,N
VIAL,IXD,Allahabad,Allahabad,India,25.440064,81.733872,322,5.5,N
VIAR,ATQ,Amritsar,Amritsar,India,31.709594,74.797264,756,5.5,N
VIBN,VNS,Varanasi,Varanasi,India,25.452358,82.859342,266,5.5,N
VIBR,KUU,Kullu Manali,Kulu,India,31.876706,77.154367,3573,5.5,N
VICG,IXC,Chandigarh,Chandigarh,India,30.673469,76.788542,1012,5.5,N
VIDN,DED,Dehradun,Dehra Dun,India,30.189689,78.180256,1831,5.5,N
VIDP,DEL,Indira Gandhi Intl,Delhi,India,28.5665,77.103088,777,5.5,N
VIGG,DHM,Kangra Airport,,India,32.1651,76.2634,2525,5.5,N
VIGR,GWL,Gwalior,Gwalior,India,26.293336,78.227753,617,5.5,N
VIJO,JDH,Jodhpur,Jodhpur,India,26.251092,73.048869,717,5.5,N
VIJP,JAI,Jaipur,Jaipur,India,26.824192,75.812161,1263,5.5,N
VIJR,JSA,Jaisalmer,Jaisalmer,India,26.888653,70.864967,751,5.5,N
VIJU,IXJ,Jammu,Jammu,India,32.689142,74.837389,1029,5,N
VIKA,KNU,Kanpur,Kanpur,India,26.441444,80.364864,411,5.5,N
VIKO,KTU,Kota,Kota,India,25.160219,75.845631,896,5.5,N
VILD,LUH,Ludhiana,Ludhiaha,India,30.854681,75.952592,834,5.5,N
VILH,IXL,Leh,Leh,India,34.135872,77.546514,10682,5.5,N
VILK,LKO,Lucknow,Lucknow,India,26.760594,80.889339,410,5.5,N
VIPK,IXP,Pathankot,Pathankot,India,32.233778,75.634628,1017,5.5,N
VIPT,PGH,Pantnagar,Nainital,India,29.033408,79.473744,769,5.5,N
VISM,SLV,Shimla Airport,Shimla,India,31.081803,77.067967,5072,5.5,N
VISR,SXR,Srinagar,Srinagar,India,33.987139,74.77425,5429,5.5,N
VIST,TNI,Satna,Satna,India,24.562319,80.854933,1060,5.5,N
VLHS,OUI,Ban Huoeisay Airport,Huay Xai,Laos,20.2573,100.437,1380,7,N
VLLB,LPQ,Luang Phabang Intl,Luang Prabang,Laos,19.897914,102.160764,955,7,U
VLLN,LXG,Luang Namtha,Luang Namtha,Laos,20.960556,101.4025,1968,7,U
VLOS,ODY,Oudomxay,Muang Xay,Laos,20.6827,101.994,1380,7,N
VLPS,PKZ,Pakse,Pakse,Laos,15.132053,105.781417,351,7,U
VLSK,ZVK,Savannakhet,Savannakhet,Laos,16.556594,104.759531,509,7,U
VLVT,VTE,Wattay Intl,Vientiane,Laos,17.988322,102.563256,564,7,U
VLXK,XKH,Xieng Khouang,Phon Savan,Laos,19.449997,103.158333,3445,7,U
VMMC,MFM,Macau Intl,Macau,Macau,22.149556,113.591558,20,8,U
VNBG,BJH,Bajhang,Bajhang,Nepal,29.53896,81.185364,4100,5.75,N
VNBJ,BHP,Bhojpur,Bhojpur,Nepal,27.14743,87.050819,4000,5.75,N
VNBP,BHR,Bharatpur Airport,Bharatpur,Nepal,27.6781,84.4294,600,5.75,N
VNBW,BWA,Bhairahawa,Bhairawa,Nepal,27.505703,83.41625,358,5.75,N
VNCG,BDP,Chandragadhi Airport,Chandragarhi,Nepal,26.570822,88.079578,300,5.5,N
VNCJ,HRJ,Chaurjhari,Chaurjhari,Nepal,28,83.833,4000,5.75,N
VNDG,DNP,Tulsipur,Dang,Nepal,28.111111,82.294167,2100,5.75,N
VNDH,DHI,Dhangarhi,Dhangarhi,Nepal,28.753333,80.581944,690,5.75,N
VNDP,DOP,Dolpa,Dolpa,Nepal,28.985718,82.819145,8200,5.75,N
VNJL,JUM,Jumla,Jumla,Nepal,29.274167,82.193333,7700,5.75,N
VNJS,JMO,Jomsom,Jomsom,Nepal,28.782222,83.7225,8800,5.75,N
VNKT,KTM,Tribhuvan Intl,Kathmandu,Nepal,27.696583,85.3591,4390,5.75,N
VNLD,LDN,Lamidanda,Lamidanda,Nepal,27.253117,86.670044,4100,5.75,N
VNLK,LUA,Lukla,Lukla,Nepal,27.687778,86.731389,9100,5.75,N
VNMA,NGX,Manang,Manang,Nepal,28.633,84,11000,5.75,N
VNMG,MEY,Meghauli Airport,Meghauli,Nepal,27.583,84.233,600,5.5,N
VNNG,KEP,Nepalgunj Airport,Nepalgunj,Nepal,28.103633,81.667006,540,5.5,N
VNPK,PKR,Pokhara,Pokhara,Nepal,28.200881,83.982056,2712,5.75,N
VNPL,PPL,Phaplu,Phaplu,Nepal,27.517,86.6,7918,5.75,N
VNRC,RHP,Ramechhap,Ramechhap,Nepal,27.394005,86.06144,1555,5.45,U
VNRK,RUK,Rukumkot,Rukumkot,Nepal,28.627,82.195,2500,5.75,N
VNRT,RUM,Rumjatar,Rumjatar,Nepal,27.303509,86.55043,4500,5.75,N
VNSB,SYH,Syangboche,Syangboche,Nepal,27.811187,86.712661,12309,5.75,N
VNSI,SIF,Simara,Simara,Nepal,27.159456,84.980122,450,5.75,N
VNSK,SKH,Surkhet,Surkhet,Nepal,28.586,81.636,2400,5.75,N
VNST,IMK,Simikot,Simikot,Nepal,29.971064,81.818932,9246,5.75,N
VNTJ,TPJ,Taplejung,Taplejung,Nepal,27.35,84.667,4000,5.75,N
VNTR,TMI,Tumling Tar,Tumling Tar,Nepal,27.315,87.193333,1700,5.75,N
VNVT,BIR,Biratnagar,Biratnagar,Nepal,26.481453,87.264036,236,5.75,N
VOAT,AGX,Agatti,Agatti Island,India,10.823656,72.176042,14,5.5,N
VOBI,BEP,Bellary,Bellary,India,15.162783,76.882775,30,5.5,N
VOBL,BLR,Bangalore,Bangalore,India,12.949986,77.668206,2912,5.5,N
VOBZ,VGA,Vijayawada,Vijayawada,India,16.530433,80.796847,82,5.5,N
VOCB,CJB,Coimbatore,Coimbatore,India,11.030031,77.043383,1324,5.5,N
VOCI,COK,Cochin,Kochi,India,10.155556,76.391389,8,5.5,N
VOCL,CCJ,Calicut,Calicut,India,11.136839,75.9553,342,5.5,N
VOCP,CDP,Cuddapah,Cuddapah,India,14.509961,78.772833,430,5.5,N
VOHY,HYD,Hyderabad,Hyderabad,India,17.453117,78.467586,1742,5.5,N
VOMD,IXM,Madurai,Madurai,India,9.834508,78.093378,459,5.5,N
VOML,IXE,Mangalore,Mangalore,India,12.961267,74.890069,337,5.5,N
VOMM,MAA,Chennai Intl,Madras,India,12.994414,80.180517,52,5.5,N
VOMY,MYQ,Mysore Airport,Mysore,India,12.3072,76.6497,2349,5.5,U
VOPB,IXZ,Port Blair,Port Blair,India,11.641161,92.729744,14,5.5,N
VORY,RJA,Rajahmundry,Rajahmundry,India,17.110361,81.818208,151,5.5,N
VOTP,TIR,Tirupati,Tirupeti,India,13.632492,79.543256,350,5.5,N
VOTR,TRZ,Trichy,Tiruchirappalli,India,10.765364,78.709722,288,5.5,N
VOTV,TRV,Thiruvananthapuram Intl,Trivandrum,India,8.482122,76.920114,15,5.5,N
VQPR,PBH,Paro,Thimphu,Bhutan,27.403192,89.424606,7332,6,N
VRMG,GAN,Gan Island Airport,,Maldives,-0.693342,73.1556,6,5,U
VRMH,HAQ,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,6.74423,73.1705,4,5,U
VRMK,KDO,Kadhdhoo Airport,Laamu Atoll,Maldives,1.85917,73.5219,4,5,U
VRMM,MLE,Male Intl,Male,Maldives,4.191833,73.529128,6,5,U
VTBD,DMK,Don Muang Intl,Bangkok,Thailand,13.912583,100.60675,9,7,U
